"問題は以下の内容に関するものである。
次の詩を読んで問題に答えなさい。
白人の責務を担え—
汝が育てた最良の者たちを送り出せ—
息子たちを追い出すのだ
捕虜の必要を満たすために
付きっ切りで世話をするのだ
大騒ぎする民衆と蛮族のために—
お前たちの新しく捕らえられた不機嫌な民衆
半分悪魔で半分子供の
…
白人の責務を担え—
平和のための野蛮な戦争—
飢饉の口を満たし
病気を退かせ
そして、目標の達成が目前に迫ったとき
他者の求めのために…
怠惰と邪悪な愚行に注意せよ
希望のすべてが無に帰すことのないように
ラドヤード・キップリング『白人の責務』（1899年）
キップリングが『白人の責務』を作ったのは、米西戦争で米国が当時勝利したフィリピンの植民地化という問題に対処するためであることが一般に認められている。この情報を踏まえた上で、キップリングはこの抜粋でアメリカ人にどのようなメッセージを提供していると言えるか?",発展途上の人々に現代文明の恩恵をもたらすための先進文明の責任を思い起こさせる,帝国主義の戦争と苦難を回避するための警告,世界の異教民族をキリスト教化するための勧告,帝国主義の全くの愚かさを皮肉に表現したもの,A
"問題は以下の内容に関するものである。
「ドイツ帝国政府およびソビエト社会主義共和国連邦政府は、ドイツとソビエト社会主義共和国との間の平和の根拠を強化することを希望し、1926年4月にドイツとソビエト社会主義共和国との間で締結された中立協定の基本規定に基づいて、以下の協定に達した。
第一条 両締約国は、個人として又は他の国と共同して、いかなる暴力行為、侵略的行為及び互いに対するいかなる攻撃も行わない義務を負う。
第二条 締約国の一方が第三国による交戦的行為の対象となった場合には、他方の締約国は、いかなる方法によっても、この第三国を支持してはならない。
第三条 両締約国の政府は、今後、相互の共通の利益に影響を及ぼす問題に関する情報を交換するための協議の目的で、相互に継続的に連絡を保持するものとする。
第四条 締約国は、相互に紛争又は対立が生じた場合には、相手国に直接又は間接に対抗するいかなる国のグループにも参加してはならない。
第五条 締約国間に何らかの問題をめぐって紛争又は対立が生じた場合には、両締約国は、専ら友好的な意見交換を通じて、又は必要な場合には仲裁委員会の設置を通じて、これらの紛争又は対立を解決する。」
モロトフ＝リッベントロップ協定（1939年）
ソビエトが非常に強い意欲を持ってこの協定を結ぼうとした理由はどれか?",ドイツが第一次世界大戦で失ったソビエトの国土を取り戻す手助けをすると約束したから,ソビエトがイギリスやフランスと同盟を結ぼうとした試みが失敗したから,ドイツがチェコスロバキアから国土を接収するのを援助したかったから,第一次世界大戦に起因するドイツへの債務を抱えていたから,B
"問題は以下の内容に関するものである。
機密文書—閣下の個人的な情報とガイダンスのために
オーストリア＝ハンガリー帝国大使は、昨日、（ドイツ）皇帝（ヴィルヘルム2世）に、（オーストリア=ハンガリー帝国の）皇帝フランツ・ヨーゼフからの秘密の個人的な手紙を配達した。この手紙は、オーストリア＝ハンガリー帝国の観点から現在の状況を描写し、オーストリアが視野に入れている措置を記述している。現在、そのコピーが閣下に転送されている。…
国王は、ロシアとセルビアの汎スラブ的な扇動の結果として、オーストリア=ハンガリー帝国、ひいては三重同盟を脅かす危険に目をつぶっていないわけではないと申し上げたい。…さらに、皇帝フランツ・ヨーゼフの意向に従い、ブカレストで、同盟の義務の履行、セルビアの放棄、およびオーストリア=ハンガリー帝国に向けられたルーマニアの扇動の抑圧に対して、カロル王に影響を与えるよう努力するご意向である。
最後に、セルビアに関しては、もちろん、皇帝フランツ・ヨーゼフは、彼の権限内の問題ではないため、オーストリア=ハンガリー帝国とその国との間で現在進行中の紛争に干渉することはできない。しかし、皇帝フランツ・ヨーゼフは、同盟と古来からの友情の義務によって求められる通り、陛下がオーストリア=ハンガリー帝国を忠実に支持することを確信している。
テオバルト・フォン・ベートマン・ホルヴェーク(ドイツの首相)、ウイーン駐在ドイツ大使への電報(1914年7月6日)
ベートマン・ホルヴェークの電報の背景を最もよく表しているのはどれか?",ドイツの統一過程におけるオーストリア=ハンガリー帝国との協力,バルカン問題と三国同盟,パリ条約に違反したドイツの再軍備,三国同盟を結ぶためのオーストリア＝ハンガリーおよびイタリアとのドイツの交渉,B
"問題は以下の内容に関するものである。
チャーティストという名の下で、善意に基づいた無分別な男たちや惑わされた男たちが、西の端から東の端まで、南のブライトンからスコットランドの北の端近くまで、非常に多くの場合、全国各地で、労働者でないすべての男を糾弾し、最も粗暴な蔑称をつけ、最も残虐な意図と行動によって徹底的に脅かし、一部の地域では財産の差し押さえと分配の計画を提案した—何人もの惑わされた男たちや性格の悪い男たちが、 チャーティストを自称してあちこちに赴き、最も乱暴なやり方で、さまざまな種類の集会を妨害し、解散させた。貴委員会は、世帯主選挙権という言葉に異議を唱えている。なぜなら、この言葉のまっとうな定義によれば、これらの王国の男性の大多数が除外されることになるからであり、また、この言葉が労働者の政治的配分にとって当然不愉快なものとなっているからである。
—イギリスの社会改革者フランシス・プレイスが1842年に書いた手紙の抜粋
チャーティスト、フランス革命、その他の自由主義運動の結果として起こった、クレメンス・フォン・メッテルニヒ率いる政治的反動は次のうちどれか?",自由主義,急進主義,ナショナリズム,保守主義,D
"問題は以下の内容に関するものである。
「中国皇帝陛下は、英国臣民がその家族および事業所とともに、広東、廈門、福州、寧波、上海の各市町に、商業を営む目的で、妨害や拘束を受けることなく居住することを許可されることに同意する。また、英国女王陛下は、上記の各市町に駐在する監督官または領事官を任命し、中国当局と当該商人との連絡の媒体とし、今後規定される中国政府の正当な関税およびその他の諸費用が、英国女王陛下の臣民によって正当に支払われることを確認する。｣
南京条約（1839年）
20世紀初頭の義和団は、この条約の遺産にどう反応したか?",中国北部における西洋の利益に対する武装抵抗を開始した。,日本と同盟を結び、西洋のビジネスの中国進出を阻止した。,この条約を拡大することを公約に掲げ、地方政治に立候補した。,中国の反政府勢力の反対から条約を守った。,A
"問題は以下の内容に関するものである。
以下はウラジーミル・I・レーニンの演説からの抜粋である。
防衛のための十分な産業基盤がなければ、わが国の独立を維持することはできない。そして、わが国の産業が技術的にもっと高度に発展しなければ、そのような産業基盤を作ることはできない。だからこそ、わが国の産業を急速に発展させることが必要であり、不可欠なのである。われわれは、最も大規模で統一された社会主義産業基盤と、最も散在した後進的な農民による小規模商品経済基盤という2つの異なる基盤の上に、ソビエト体制と社会主義構造を、無期限に、すなわち、あまりにも長い期間、保ち続けることはできない。われわれは、徐々に、しかし系統的に、粘り強く、わが国の農業を新たな技術的基礎、大規模生産の基礎の上に置き、社会主義産業の水準にまで引き上げなければならない。われわれがこの任務を達成するか—その場合、わが国における社会主義の最終的勝利は確実となるが、あるいは、われわれがこの任務から背を向けて達成しないか—その場合、資本主義への回帰は避けられなくなるかもしれないが、そのどちらかなのである。
—ウラジーミル・I・レーニン、国の工業化とソビエト連邦共産党における正しい逸脱、1928年11月19日
スターリンがこの問題を解決しようとした結果、どうなったか?",ソ連は工業と農業の両方で着実な成長を遂げた。,ソ連は工業で安定した成長を遂げ、農業は衰退した。,ソ連は農業で着実な成長を見たが、工業生産は後れをとった。,ソビエト連邦は工業と農業の両方で着実に衰退した。,B
"問題は以下の内容に関するものである。
これまで存在した社会の歴史はすべて、階級闘争の歴史である。…封建社会の廃墟から生まれた現代のブルジョア社会は、階級対立をなくしたわけではない。新しい階級、新しい抑圧条件、古い闘争の代わりに新しい闘争形態を確立したにすぎない。しかし、ブルジョアジーの時代であるわれわれの時代には、次のようなはっきりとした特徴がある。階級対立の単純化である。社会全体が、ますます二つの大きな敵対陣営に、つまり、直接対決する二つの大きな階級に分裂している。すなわち、ブルジョアジーとプロレタリアートである。
カール・マルクスとフリードリヒ・エンゲルス『共産党宣言』（1848年）
マルクスとエンゲルスは、次の展開のうちどれをヨーロッパ史における重要な出来事と見なす傾向が強いだろうか?",薔薇戦争,1789年から1793年のフランス革命,七年戦争,1688年のイギリスの名誉革命,B
"問題は以下の内容に関するものである。
以下はパンフレットからの抜粋である。
私は常に、たとえその意見が私の意見と異なっていようとも、すべての人が自分の意見を持つ権利を強く支持してきたことを、皆さんはきちんと覚えておいてくださるだろう。この権利を他者に否定する者は、意見を変える権利を自ら排除することになるため、自分自身が現在の自らの意見の奴隷となるのだ。
あらゆる種類の誤りに対する最も強力な武器は理性である。私はこれ以外のものを使ったことはないし、これからも使うことはないだろう。
今フランスで起きている、全国的な司祭職の全廃、強制的な宗教制度や強制的な信仰箇条に付随するすべてのものの全廃という事態は、私の意図を急き立てただけでなく、迷信、偽りの政治制度、偽りの神学の一般的な荒廃の中で、道徳、人間性、そして真実の神学を見失わないようにするために、この種の仕事を極めて必要なものにしている。
私は唯一の神を信じ、それ以上のものは信じない。私は死後の幸福を望む。
私は人間の平等を信じ、宗教的義務は、正義を行い、慈悲を愛し、同胞を幸福にするよう努めることにあると信じる。
私は、ユダヤ教会、ローマ教会、ギリシャ教会、トルコ教会、プロテスタント教会、そして私の知るどの教会の信条も信じない。私自身の心が私自身の教会なのだ。
ユダヤであれ、キリストであれ、トルコであれ、すべての国の教会制度は、私には、人類を恐怖に陥れ、奴隷にし、権力と利益を独占するために作られた人間の発明品にしか見えない。
私はこの宣言によって、そうでないと信じる人々を非難するつもりはない。彼らには、私が私の信念を信じるのと同じように、彼らの信念を信じる権利がある。
トマス・ペイン『理性の時代』（1794-1795年）
迫害を批判する最後の文のペインの発言は、次のうちどれから影響を受けた可能性が高いか?",ロックとルソーによって表明された、法的公平性と個人の権利に関する新しい概念,貿易と旅行を通じて、ヨーロッパ人が豊かな文化の多様性をより深く理解するようになったこと,ニュートンの数学的法則の発見に基づく、決定論的機械的宇宙に関する新しい概念,ローマ・カトリック教会が保持していた真理の独占に対する、多方面からの挑戦,B
"問題は以下の内容に関するものである。
われわれは、この永久かつ取消不能の勅令によって、次のことを定め、宣言する：
「第一に、一方または他方によってなされたすべての出来事の記憶は…これまでの争いの時代におけるものであるが、そのような出来事はなかったかのように消し去られ、忘れ去られ続ける。…
「カトリック使徒およびローマ宗教が、同宗教の実践が中断されている、このわれわれの王国のすべての場所と地域、我々の支配の対象となる国々で回復され、再確立されることを布告する。これは平和で自由に同宗教が実施され、争いや妨害がなくなるようにするためである。…
「そして、われわれの臣民の間に争いや不和が起きる誘因を残さないために、われわれは、改革派と呼ばれる宗教の人々が不快な思いをしたり、いやがらせを受けたり、良心に反する宗教上の事柄を行うよう強制されたりすることなく、この我々の王国と我々の支配下にある国々のすべての都市と場所に住み、滞在することを許可し、そしてこれとともに許可する。…」
フランス、ヘンリー4世『ナントの勅令』（1598年）
この一節から、ヘンリー4世はどのような判断を下したと推測されるか?",フランスでカトリック教会を禁止する,カトリック教会はフランスに存在すべき,カトリック教会は唯一の真の教会,カトリック教会はフランスであまりにも多くの問題や支障を引き起こしている,B
"問題は以下の内容に関するものである。
「結局、奴隷たちは呼び集められ、Gの文字が容赦なく刻まれた。カール5世が、そのあとにコルテスがわれわれの気づかないうちに金を引き抜いていた。その上、前日の夜、インディオの女性の中で最も上等な者たちは密かに別にしておかれ、われわれ兵士たちの間で分け合うときには老いた女性と醜い女性しか残っていないようにした…。別の兵士は、コルテスがメキシコの金塊を分割したので十分な賦課ではないのかと尋ねた。当初、彼は30万ペソとしか言わなかったが、我々が街から退却せざるを得なくなったときには、70万ペソと見積もられていたからだ。そして今度は、多くの苦難を乗り越え、数え切れないほどの傷を負った哀れな兵士から、このわずかな報酬を奪い、容姿のいいインディアンの女性を伴侶にすることさえ許さないというのだ…
（その後）コルテスは、男たちはまだ多くの金の延べ棒を持っており、その結果、大きな賭博が行われていることを知ると（古いことわざによれば、金と愛は長く隠しておくことはできないという）、厳罰を科すという脅しの下に、全員が退却の夜に手に入れた金を出し、そのうちの3分の1を彼に返すように通告した。この支払いを拒否した者は、その全額を取り上げられるというものであった。われわれ男たちの多くはこれに完全に従うことを拒んだが、コルテスは一時的なものという口実でどうにかその大部分を無理やり手に入れた…」
『The Memoirs of the Conquistador Bernal Diaz del Castillo』（1568年）
著者が述べているように、征服者たちが金を探し求める原動力となった哲学は、何として知られる経済政策か?",保護主義,自由放任主義,重商主義,サプライサイド,C
"問題は以下の内容に関するものである。
ロシアでは何事もうまくいっておらず、（スヴァーリンは）受け取った知らせに絶望していた。昔の仲間たちはみな政治家になっていた。ヨーロッパを震え上がらせた有名なニヒリストたちは、村の司祭や下層中産階級、商人の息子たちであり、民族解放の理念から脱することができず、専制君主を殺せば世界は救われると信じているようだった…
「愚かな！その愚かさでは、決して抜け出せないだろう」。
そして、さらに声を低くして、いくつかの苦い言葉で、友愛という昔の夢を語った。彼は地位も財産も捨て、労働者たちの中に入っていった。ただ一つ、労働者による共同の新たな社会の設立を最後に見届けるという望みのために。彼の所持金のスーはすべて、とうの昔に集落の浮浪児のところに行ってしまった。彼は、坑夫たちに兄弟のように優しく接し、彼らの疑念に微笑み、静かな労働者らしいやり方とおしゃべりを嫌うことで彼らを味方につけた。しかし、断じて融合は起こらなかった。
彼は声を変え、目を輝かせ、エティエンヌにまっすぐに話しかけた。
「わかるかい?マルセイユの帽子職人たちは、宝くじで10万フランの大当たりを引き当てると、すぐに姿を消してそれを投資して、何もせずに生きていくと宣言したんだ！そう、それが君たちフランス人労働者の考えなのだ。君たちは宝を発掘し、その後、怠惰で利己的な人目につかない場所でそれを独り占めしたいのだ。金持ちを非難するのはいいが、運が運んできた金を貧乏人に返す勇気はない。君たちは何もかも自分のものにしなければ幸福になれないのだ。ブルジョワに対する憎悪は、彼らの代わりに自分もブルジョワになりたいという怒りに満ちた願望から生じているにすぎない」
エミール・ゾラ（フランスの作家）『ジェルミナル』（1885年）
この一節の最後の段落で言及されている対立について最もよく説明されている書物はどれか?",『自由論』 ジョン・スチュアート・ミル著,『共産党宣言』 マルクスとエンゲルス著,『シオン賢者の議定書』,『顧みれば』 エドワード・ベラミー著,B
"問題は以下の内容に関するものである。
以下の文章は政府の布告である。
上記の新しい取り決めに基づき、農奴はやがて自由な農村住民としての完全な権利を得る。
貴族は、自分たちに属するすべての土地に対する所有権を保持する一方で、農奴に、特定の義務を負う見返りとして、彼らの家屋の区画の永続的な使用を認め、（…貴族は）彼らに、上記の取り決めによって定められた耕地の一部とその他の財産を与える。…これらの土地の割り当てを享受する一方で、農民は、同じ取り決めによって定められた貴族に対する義務を履行する見返りの義務を負う。一時的なこの地位において、農民は一時的に拘束される。…
（農民は）世帯区画を購入する権利を与えられ、貴族の同意を得て、永続的に使用するために割り当てられた耕地およびその他の財産を完全に所有することができる。このような土地の完全な所有権の取得後、農民は、こうして購入した土地に対する貴族に対する義務から解放され、自由な農地所有者となる。
我々は、以下が望ましいと判断した。
3. 農村共同体はそのままにして、貴族の領地に平和事務所を組織し、大きな村には郷事務所を開設し、小さな村の共同体を統合する。
4. 各村のコミューンまたは領地において、地域の条件に基づいて、農民が永続的に使用するために割り当てられる土地の量と、土地に対する貴族に対する義務の範囲を規定する憲章を制定し、検証し、確認する。
6. その時まで、農民と家隷は貴族に対して従順でなければならず、かつての義務を注意深く果たさなければならない。
7. 貴族は、郷と郷裁判所が設立されるまで、裁判権と警察権を持ち、領地の秩序を維持し続ける。
—アレクサンドル2世『ロシアの農奴解放令』1861年2月19日の宣言
次のうち、農奴解放の必要性を皇帝アレクサンドル2世に確信させる大きなきっかけとなったのはどれか?",クリミア戦争での敗北によって、皇帝は国内改革の必要性を確信した。,プロイセンとオーストリアの啓蒙的な支配者が最近同じことを行ったため、アレクサンドル2世が行動を起こすよう圧力がかかった。,デカブリストの乱とその余波が、若い皇帝に改革を決意させた。,シベリア鉄道を完成させるための労働力が、軍人の募集と同様に必要とされていた。,A
"問題は以下の内容に関するものである。
われわれは、この永久かつ取消不能の勅令によって、次のことを定め、宣言する：
「第一に、一方または他方によってなされたすべての出来事の記憶は…これまでの争いの時代におけるものであるが、そのような出来事はなかったかのように消し去られ、忘れ去られ続ける。…
「カトリック使徒およびローマ宗教が、同宗教の実践が中断されている、このわれわれの王国のすべての場所と地域、我々の支配の対象となる国々で回復され、再確立されることを布告する。これは平和で自由に同宗教が実施され、争いや妨害がなくなるようにするためである。…
「そして、われわれの臣民の間に争いや不和が起きる誘因を残さないために、われわれは、改革派と呼ばれる宗教の人々が不快な思いをしたり、いやがらせを受けたり、良心に反する宗教上の事柄を行うよう強制されたりすることなく、この我々の王国と我々の支配下にある国々のすべての都市と場所に住み、滞在することを許可し、そしてこれとともに許可する。…」
フランス、ヘンリー4世『ナントの勅令』（1598年）
この文章から、ヘンリー4世についてどのようなことが推測されるか?",フランスからプロテスタントを追放していた,プロテスタントが自分の王国で平和に暮らせるように意図していた,カトリックに改宗していた,プロテスタントに改宗していた,B
"問題は以下の内容に関するものである。
以下はジャン・カルヴァンが書いた文章である。
もし私たちが選民の起源を思い起こす必要があるとすれば、それは、私たちが神の完全な善意以外の何ものからも救いを得られないことを証明するためである。この原則を絶とうと望む者は、気高く声高に祝福されるべきもの、根源から謙虚さを引き出すものが何であるかを覆い隠すためにあらゆる手を尽くす。パウロは、残された民の救いを恵みの選民によるものであるとして、神が誰を救うかはそのときになってからのみ明らかになり、それを要求することはできないのだとはっきりと証言している。この教義に近づき、触れようとする者を阻むために門を閉ざす者は、神と同様に人間にも害を与える。安定した謙虚さを私たちに生み出し、あるいは神の偉大なる義務による正当な感覚を私たちに印象付けてくれるものは他にないからである。同様に、キリストの権威によってさえ、確固たる自信の基盤となるものは他にない。キリストは、私たちをあらゆる恐れから救い出し、多くの危険、罠、致命的な争いの中で私たちをゆるぎない者にするために、御父が御自分の世話になるすべての人を安全に守ることを約束されたのである。
—ジャン・カルヴァン『キリスト教綱要』（1559年）
カルヴァンが最初に支持した次の信念のうち、この一節が最もよく支持していると思われるものはどれか?",救済,予定説,イエスの神性,シモニア,B
"問題は以下の内容に関するものである。
以下の引用文を読んで問題に答えなさい。
寛容とは何か?…私たちは弱さと過ちに満ちている。互いに愚かさを許し合おう。これは自然の最後の法則である。…今までのところキリスト教徒はあらゆる人間の中で最も不寛容であったが、あらゆる宗教の中でキリスト教が最も寛容であるべきなのは間違いない。
ヴォルテール『イギリス書簡』（1733年）
この文章から、ヴォルテールはどのような文化運動に参加していたと推測できるか?",科学革命,宗教改革,啓蒙主義,ロマン主義運動,C
"問題は以下の内容に関するものである。
権力がすべての人々の手のなかに自然な状態であるとき、その目的と基準は、その社会のすべて、すなわち全人類一般の保全である。権力が統治者の手のなかにあるとき、その目的と基準は、その社会の構成員の生命、自由、財産に他ならない。そのため、絶対的、独裁的な権力が彼らの生命、運命を支配することはできないのである。これらを守ることができるのは、健全で健康なものを脅かす腐敗した部分、その部分のみを断ち切ることによって全体を保全することにつながるような、法とそれに付随する罰則などの権力のみであり、そうでなければいかなる厳罰も合法ではない。そして、この権力のもととなるのは、共同体を構成する者による契約、協定、相互の合意のみである。…
それゆえ、立法府が社会のこの基本的な規則に違反し、野心、恐怖、愚行、堕落のいずれかによって、人民の生命、自由、財産に対する絶対的な権力を自ら握ろうとするか、あるいは他の者の手に渡そうとするときは必ず、この背信によって、完全に目的に反したために、彼らはその手に委ねられた権力を失うのである。
ジョン・ロック『統治二論』（1690年）
この一節から、ロックは、どのような場合に政府が正統性を失うと考えていたと推測できるか?",政府が弱く、打倒されうる場合,国民が統治者の交代を望む場合,政府が腐敗した場合,政府が絶対的な権力を行使しようとした場合,D
"問題は以下の内容に関するものである。
次の手紙を読みなさい。
の手紙を読みなさい。 偶然…あるスペイン人が目撃したのはインディアンが…殺されたインディアンの死体から取り出した肉片を食べているとろだった。…私はその犯人を火刑に処し、彼がそのインディアンを殺して食べたからだと理由を説明し、それが陛下によって禁じられており、また私が陛下の御名において禁止していると説明した。私はさらに酋長に、すべての民が…この風習を慎まなければならないことを理解させた。…私が来たのは…彼らの生命と財産を守るためであり、また、彼らが崇めるべき神はただ一つであることを教えるためであり、…彼らは偶像や、それまで行っていた儀式から立ち返らなければならない。なぜならそれらは偽りとまやかしであり、悪魔が…作ったものだからだ。…私もまた、陛下が神の摂理の意志によって宇宙を支配しておられること、そして彼らもまた皇帝の支配に服従し、陛下の代理人である私たちが命じることをすべて実行しなければならないことを、彼らに教えるために来たのだ。」
—エルナン・コルテス、神聖ローマ皇帝カール5世宛書簡（1521年）
次のうち、17世紀末までに実現したヨーロッパ人のアメリカ大陸征服の結果ではないものはどれか?",ヨーロッパ人はアメリカ大陸沿岸とアフリカ大陸全域に海外植民地を設立した。,ヨーロッパの植民地拡大は、商品、動植物、文化習慣、病気の世界的な交換をもたらした。,ヨーロッパ人は広大な世界的貿易網を構築し、それによって富を大量に蓄えることができた。,ヨーロッパ人は、アメリカ大陸におけるプランテーション経済の確立と、先住民族の人口的大災害に対応して、アフリカ奴隷貿易を拡大した。,A
"問題は以下の内容に関するものである。
国王陛下は正当かつ正当に英国国教会の最高首長であり、またそうあるべきであり、この王国の聖職者たちはその招集においてそれを承認しているが、それでもなお、その裏付けと確認のため、またこのイングランド王国内のキリスト教における徳を高め、これまでにイングランド王国内で行われてきたすべての誤り、異端、その他の蛮行と濫用を抑圧し、根絶するために、本国会の権限により、国王、君主、その相続人および後継者、この王国の王たちが、アングリカン・チャーチと呼ばれる英国国教会の唯一の最高首長であると捉えられ、受け入れられ、見なされる。そして、この王国の帝冠に付属し一体化している、その称号と様式と同様に、前述の同教会の最高首長の尊厳に属し、付随するすべての栄誉、威厳、卓越性、支配権、特権、権限、免除、利益、および商品を享受するものとする。また、前述のわが君主、その相続人および後継者、この王国の王たちは、霊的権威や管轄権によって合法的に改革、抑圧、命令、救済、是正、抑制、修正されるべきであり、またされうる、そのような誤り、異端、乱用、違反、侮辱、蛮行を、それがいかなるものであれ、随時、視察し、抑圧し、救済し、記録し、命令し、是正し、抑制し、修正する完全な権能と権限を有する。これは何よりも全知全能の神のためであり、キリスト教の徳を高めるためであり、この王国の平和、統一、安定を保つためである。これに反するいかなる慣例、外国、外国の権威、規範、他のいかなる事物も認められない。
イングランド議会『首長法』（1534年）
この文章とその歴史的背景から、この法律は何の一部であったと推測することができるか?",イングランドにおけるプロテスタンティズムの蔓延を防ぐ試み,ヘンリー8世の財政難を解決する試み,ヘンリー8世の唯一の後継者を正統化する試み,イングランドを神聖ローマ皇帝と同盟させる試み,B
"問題は以下の内容に関するものである。
以下はパンフレットからの抜粋である。
私は常に、たとえその意見が私の意見と異なっていようとも、すべての人が自分の意見を持つ権利を強く支持してきたことを、皆さんはきちんと覚えておいてくださるだろう。この権利を他者に否定する者は、意見を変える権利を自ら排除することになるため、自分自身が現在の自らの意見の奴隷となるのだ。
あらゆる種類の誤りに対する最も強力な武器は理性である。私はこれ以外のものを使ったことはないし、これからも使うことはないだろう。
今フランスで起きている、全国的な司祭職の全廃、強制的な宗教制度や強制的な信仰箇条に付随するすべてのものの全廃という事態は、私の意図を急き立てただけでなく、迷信、偽りの政治制度、偽りの神学の一般的な荒廃の中で、道徳、人間性、そして真実の神学を見失わないようにするために、この種の仕事を極めて必要なものにしている。
私は唯一の神を信じ、それ以上のものは信じない。私は死後の幸福を望む。
私は人間の平等を信じ、宗教的義務は、正義を行い、慈悲を愛し、同胞を幸福にするよう努めることにあると信じる。
私は、ユダヤ教会、ローマ教会、ギリシャ教会、トルコ教会、プロテスタント教会、そして私の知るどの教会の信条も信じない。私自身の心が私自身の教会なのだ。
ユダヤであれ、キリストであれ、トルコであれ、すべての国の教会制度は、私には、人類を恐怖に陥れ、奴隷にし、権力と利益を独占するために作られた人間の発明品にしか見えない。
私はこの宣言によって、そうでないと信じる人々を非難するつもりはない。彼らには、私が私の信念を信じるのと同じように、彼らの信念を信じる権利がある。
トマス・ペイン『理性の時代』（1794-1795年）
上記のペインが表明した思想は、啓蒙思想家の次の特徴のうちどれを最もよく表しているか?",多くが優れた科学者であり、宇宙に対する人間の理解に重要な断片を加えた。,サロンや安価な印刷パンフレットなど、自分の考えを伝える新しい方法を利用した。,ほとんどの人が宗教を完全に否定し、理性的な人間の唯一の信条として無神論を採用した。,多くの人々は、新しい科学的発見によって人間があらゆる問題を解決できると信じていた。,B
"問題は以下の内容に関するものである。
「スコラ学者であったアリストテレスがプラトンに取って代わられたのは、ビザンティンの学問との接触によって早まった。東方教会と西方教会を名目上統一したフェラーラ＝フィレンツェ公会議（1438年）ではすでに、ビザンティン側がアリストテレスに対するプラトンの優位性を主張する論争が行われていた。コジモとロレンツォ・デ・メディチはともにプラトンに傾倒し、コジモがプラトン・アカデミーを創設し、ロレンツォが引き継ぎ、プラトンの研究に専念した。…しかし、当時の人文学者は古代の知識を習得するのに忙しいあまりに、価値のあるものは何も生み出せなかった。」
バートランド・ラッセル（イギリスの哲学者）『西洋哲学史』（1946年）
文中の情報によれば、メディチ家によって設立された学校は何として知られる哲学を最も好んだか?",新古典主義,スコラ哲学,ルネサンス人文主義,新プラトン主義,D
"問題は以下の内容に関するものである。
「「だが親愛なるパングロスよ」キャンディードは言った。「私が君にもう一度会うことがどうしてできるのか」
「たしかに」パングロスは言った。「君は私が絞首刑になったのを見た…。外科医が私の死体を買い取り、家に持ち帰り、解剖した。彼はまず、へそから鎖骨にかけて十字形の切開を行うことから始めた。私ほどひどい絞首刑にあった者はいないだろう。異端審問の執行人は副司祭で、火あぶりのやり方は素晴らしくよく知っていたが、絞首刑には慣れていなかった。紐は濡れていてうまく滑らず、しかも縛り方が悪かった。要するに、私にはまだ息があって、十字形の切開が行われたときに、外科医が仰向けに倒れるほどの恐ろしい悲鳴を上げたのだ…（やっとのことで彼は）私の傷を縫い合わせ、彼の妻は私の看病までしてくれた。
ある日、私は思い立ってモスクに足を踏み入れた。そこで私は、年老いたイマンと、主の祈りを口にしているとても可愛らしくて若い熱心な信者を見かけた…。彼女は花束を落としてしまったので、私はそれを拾い上げ、深い畏敬の念を込めて彼女に贈った。花束を渡すのにあまりに時間がかかったので、イマンは怒り始め、私がクリスチャンであることを知ると助けを呼んだ。彼らが私を法官の前に連れて行くと、法官は足の裏に100回の鞭打ちを命じ、私をガレー船へ送った。私はまさに同じガレー船の、若い男爵と同じベンチにつながれた。このガレー船には、マルセイユから来た4人の若者、5人のナポリの司祭、コルフから来た2人の修道士が乗っていて、同じような危険が毎日のように起こっていたと話してくれた。男爵は私よりもっと不当な扱いを受けたと主張していた…。 私たちは絶えず文句をつけられていた。普遍的な出来事の連鎖が君を私たちのガレー船に連れてきたとき、私たちは雄牛の陰茎で作った鞭で20回の鞭打ちを受けていたが、君は親切にも私たちを解放してくれた。」
「親愛なるパングロスよ」キャンディードは彼に言った。「絞首刑にされ、解剖され、鞭打たれ、櫂を引いていたときも、君は常にすべては最善のために起こると考えていたのか?」
「私の考えは依然変わっていない」パングロスは答えた。「私は哲学者であり、撤回することはできない。なぜなら、主としてライプニッツが決して間違っているはずがないからであり、そのうえ予定調和説は世界で最も素晴らしいものであり、彼のプレナムと微細物質も同様だからだ。」」
ヴォルテール（フランスの啓蒙主義作家）『キャンディード』（1759年）
船上で男たちを引き合わせた「普遍的な出来事の連鎖」は18世紀に何が好まれたことを例証しているか?",語彙の豊かさによって高い社会的地位を示すこと,ヨーロッパの国民国家に海軍力を利用すること,幅広い具体的データから普遍的な結論を導き出すこと,人間の行動理解を体系化するために原因と結果を用いること,D
